>> TSP_AStar_GraphSearch__
Node: 8,  Depth: 1,  Max-depth: 1,  no_expanded_nodes: 2,  Fringe-size: 47 ,  Elapsed time is 0.34667 seconds.
Node: 9,  Depth: 2,  Max-depth: 2,  no_expanded_nodes: 3,  Fringe-size: 77 ,  Elapsed time is 0.61001 seconds.
Node: 38,  Depth: 3,  Max-depth: 3,  no_expanded_nodes: 4,  Fringe-size: 90 ,  Elapsed time is 0.8667 seconds.
Node: 31,  Depth: 4,  Max-depth: 4,  no_expanded_nodes: 5,  Fringe-size: 116 ,  Elapsed time is 1.1055 seconds.
Node: 40,  Depth: 1,  Max-depth: 5,  no_expanded_nodes: 6,  Fringe-size: 142 ,  Elapsed time is 1.3337 seconds.
Node: 18,  Depth: 6,  Max-depth: 6,  no_expanded_nodes: 14,  Fringe-size: 119 ,  Elapsed time is 3.1866 seconds.
Node: 7,  Depth: 7,  Max-depth: 7,  no_expanded_nodes: 15,  Fringe-size: 150 ,  Elapsed time is 3.3947 seconds.
Node: 12,  Depth: 3,  Max-depth: 8,  no_expanded_nodes: 16,  Fringe-size: 181 ,  Elapsed time is 3.5855 seconds.
Node: 23,  Depth: 7,  Max-depth: 9,  no_expanded_nodes: 37,  Fringe-size: 289 ,  Elapsed time is 8.0556 seconds.
Node: 11,  Depth: 6,  Max-depth: 10,  no_expanded_nodes: 60,  Fringe-size: 267 ,  Elapsed time is 12.7385 seconds.
Node: 19,  Depth: 11,  Max-depth: 11,  no_expanded_nodes: 66,  Fringe-size: 348 ,  Elapsed time is 14.086 seconds.
Node: 30,  Depth: 9,  Max-depth: 12,  no_expanded_nodes: 67,  Fringe-size: 356 ,  Elapsed time is 14.3329 seconds.
Node: 33,  Depth: 7,  Max-depth: 13,  no_expanded_nodes: 93,  Fringe-size: 369 ,  Elapsed time is 20.0019 seconds.
Node: 43,  Depth: 14,  Max-depth: 14,  no_expanded_nodes: 110,  Fringe-size: 417 ,  Elapsed time is 23.7531 seconds.
Node: 30,  Depth: 15,  Max-depth: 15,  no_expanded_nodes: 111,  Fringe-size: 341 ,  Elapsed time is 23.9468 seconds.
Node: 36,  Depth: 16,  Max-depth: 16,  no_expanded_nodes: 112,  Fringe-size: 301 ,  Elapsed time is 24.1393 seconds.
Node: 46,  Depth: 17,  Max-depth: 17,  no_expanded_nodes: 113,  Fringe-size: 274 ,  Elapsed time is 24.3115 seconds.
Node: 33,  Depth: 6,  Max-depth: 18,  no_expanded_nodes: 114,  Fringe-size: 268 ,  Elapsed time is 24.4891 seconds.
Node: 22,  Depth: 7,  Max-depth: 19,  no_expanded_nodes: 128,  Fringe-size: 326 ,  Elapsed time is 27.2985 seconds.
Node: 6,  Depth: 10,  Max-depth: 20,  no_expanded_nodes: 176,  Fringe-size: 315 ,  Elapsed time is 37.1838 seconds.
Node: 21,  Depth: 21,  Max-depth: 21,  no_expanded_nodes: 193,  Fringe-size: 340 ,  Elapsed time is 40.4486 seconds.
Node: 13,  Depth: 22,  Max-depth: 22,  no_expanded_nodes: 194,  Fringe-size: 334 ,  Elapsed time is 40.6137 seconds.
Node: 15,  Depth: 12,  Max-depth: 23,  no_expanded_nodes: 195,  Fringe-size: 332 ,  Elapsed time is 40.7645 seconds.
Node: 32,  Depth: 10,  Max-depth: 24,  no_expanded_nodes: 250,  Fringe-size: 357 ,  Elapsed time is 51.0712 seconds.
Node: 22,  Depth: 9,  Max-depth: 25,  no_expanded_nodes: 264,  Fringe-size: 361 ,  Elapsed time is 53.5405 seconds.
Node: 33,  Depth: 12,  Max-depth: 26,  no_expanded_nodes: 269,  Fringe-size: 388 ,  Elapsed time is 54.3104 seconds.
Node: 7,  Depth: 10,  Max-depth: 27,  no_expanded_nodes: 306,  Fringe-size: 392 ,  Elapsed time is 61.0862 seconds.
Node: 27,  Depth: 14,  Max-depth: 28,  no_expanded_nodes: 355,  Fringe-size: 406 ,  Elapsed time is 69.9481 seconds.
Node: 18,  Depth: 14,  Max-depth: 29,  no_expanded_nodes: 444,  Fringe-size: 373 ,  Elapsed time is 85.2323 seconds.
Node: 31,  Depth: 11,  Max-depth: 30,  no_expanded_nodes: 473,  Fringe-size: 353 ,  Elapsed time is 90.074 seconds.
Node: 39,  Depth: 31,  Max-depth: 31,  no_expanded_nodes: 569,  Fringe-size: 259 ,  Elapsed time is 105.8305 seconds.
Node: 48,  Depth: 32,  Max-depth: 32,  no_expanded_nodes: 570,  Fringe-size: 240 ,  Elapsed time is 105.9659 seconds.
Node: 27,  Depth: 20,  Max-depth: 33,  no_expanded_nodes: 571,  Fringe-size: 242 ,  Elapsed time is 106.0914 seconds.
Node: 11,  Depth: 30,  Max-depth: 34,  no_expanded_nodes: 658,  Fringe-size: 272 ,  Elapsed time is 119.458 seconds.
Node: 6,  Depth: 19,  Max-depth: 35,  no_expanded_nodes: 830,  Fringe-size: 343 ,  Elapsed time is 145.721 seconds.
Node: 12,  Depth: 32,  Max-depth: 36,  no_expanded_nodes: 979,  Fringe-size: 329 ,  Elapsed time is 166.9293 seconds.
Node: 41,  Depth: 16,  Max-depth: 37,  no_expanded_nodes: 1052,  Fringe-size: 278 ,  Elapsed time is 177.3765 seconds.
Node: 13,  Depth: 38,  Max-depth: 38,  no_expanded_nodes: 1079,  Fringe-size: 332 ,  Elapsed time is 181.1444 seconds.
Node: 44,  Depth: 15,  Max-depth: 39,  no_expanded_nodes: 1080,  Fringe-size: 323 ,  Elapsed time is 181.242 seconds.
Node: 5,  Depth: 40,  Max-depth: 40,  no_expanded_nodes: 1125,  Fringe-size: 244 ,  Elapsed time is 187.0029 seconds.
Node: 4,  Depth: 34,  Max-depth: 41,  no_expanded_nodes: 1126,  Fringe-size: 240 ,  Elapsed time is 187.1025 seconds.
Node: 29,  Depth: 42,  Max-depth: 42,  no_expanded_nodes: 1136,  Fringe-size: 249 ,  Elapsed time is 188.2849 seconds.
Node: 17,  Depth: 24,  Max-depth: 43,  no_expanded_nodes: 1137,  Fringe-size: 241 ,  Elapsed time is 188.3782 seconds.
Node: 3,  Depth: 44,  Max-depth: 44,  no_expanded_nodes: 1165,  Fringe-size: 221 ,  Elapsed time is 191.867 seconds.
Node: 28,  Depth: 20,  Max-depth: 45,  no_expanded_nodes: 1166,  Fringe-size: 220 ,  Elapsed time is 191.9639 seconds.
Node: 31,  Depth: 28,  Max-depth: 46,  no_expanded_nodes: 1209,  Fringe-size: 197 ,  Elapsed time is 197.3272 seconds.
Node: 16,  Depth: 47,  Max-depth: 47,  no_expanded_nodes: 1271,  Fringe-size: 182 ,  Elapsed time is 205.7246 seconds.

ans =

       10735


ans =

  1×1 cell array

    {'1'}

Node: 29,  Depth: 1,  Max-depth: 1,  no_expanded_nodes: 2,  Fringe-size: 47 ,  Elapsed time is 206.0135 seconds.
Node: 5,  Depth: 2,  Max-depth: 2,  no_expanded_nodes: 3,  Fringe-size: 53 ,  Elapsed time is 206.2466 seconds.
Node: 4,  Depth: 1,  Max-depth: 3,  no_expanded_nodes: 4,  Fringe-size: 92 ,  Elapsed time is 206.4762 seconds.
Node: 34,  Depth: 2,  Max-depth: 4,  no_expanded_nodes: 8,  Fringe-size: 76 ,  Elapsed time is 207.3924 seconds.
Node: 14,  Depth: 3,  Max-depth: 5,  no_expanded_nodes: 10,  Fringe-size: 119 ,  Elapsed time is 207.8207 seconds.
Node: 23,  Depth: 6,  Max-depth: 6,  no_expanded_nodes: 17,  Fringe-size: 96 ,  Elapsed time is 209.3128 seconds.
Node: 5,  Depth: 2,  Max-depth: 7,  no_expanded_nodes: 18,  Fringe-size: 116 ,  Elapsed time is 209.5033 seconds.
Node: 12,  Depth: 8,  Max-depth: 8,  no_expanded_nodes: 22,  Fringe-size: 137 ,  Elapsed time is 210.3133 seconds.
Node: 32,  Depth: 4,  Max-depth: 9,  no_expanded_nodes: 23,  Fringe-size: 154 ,  Elapsed time is 210.5013 seconds.
Node: 40,  Depth: 4,  Max-depth: 10,  no_expanded_nodes: 34,  Fringe-size: 158 ,  Elapsed time is 212.7062 seconds.
Node: 11,  Depth: 8,  Max-depth: 11,  no_expanded_nodes: 36,  Fringe-size: 171 ,  Elapsed time is 213.0981 seconds.
Node: 21,  Depth: 4,  Max-depth: 12,  no_expanded_nodes: 71,  Fringe-size: 247 ,  Elapsed time is 220.2519 seconds.
Node: 13,  Depth: 6,  Max-depth: 13,  no_expanded_nodes: 93,  Fringe-size: 367 ,  Elapsed time is 224.9003 seconds.
Node: 1,  Depth: 7,  Max-depth: 14,  no_expanded_nodes: 136,  Fringe-size: 511 ,  Elapsed time is 234.4021 seconds.
Node: 47,  Depth: 8,  Max-depth: 15,  no_expanded_nodes: 177,  Fringe-size: 449 ,  Elapsed time is 243.5017 seconds.
Node: 31,  Depth: 16,  Max-depth: 16,  no_expanded_nodes: 202,  Fringe-size: 379 ,  Elapsed time is 248.6251 seconds.
Node: 5,  Depth: 11,  Max-depth: 17,  no_expanded_nodes: 203,  Fringe-size: 391 ,  Elapsed time is 248.8143 seconds.
Node: 15,  Depth: 11,  Max-depth: 18,  no_expanded_nodes: 244,  Fringe-size: 482 ,  Elapsed time is 257.1509 seconds.
Node: 7,  Depth: 14,  Max-depth: 19,  no_expanded_nodes: 259,  Fringe-size: 461 ,  Elapsed time is 260.1052 seconds.
Node: 15,  Depth: 12,  Max-depth: 20,  no_expanded_nodes: 267,  Fringe-size: 562 ,  Elapsed time is 261.7225 seconds.
Node: 5,  Depth: 9,  Max-depth: 21,  no_expanded_nodes: 332,  Fringe-size: 589 ,  Elapsed time is 274.1769 seconds.
Node: 36,  Depth: 22,  Max-depth: 22,  no_expanded_nodes: 343,  Fringe-size: 464 ,  Elapsed time is 276.1461 seconds.
Node: 46,  Depth: 23,  Max-depth: 23,  no_expanded_nodes: 344,  Fringe-size: 399 ,  Elapsed time is 276.3088 seconds.
Node: 28,  Depth: 20,  Max-depth: 24,  no_expanded_nodes: 345,  Fringe-size: 394 ,  Elapsed time is 276.4657 seconds.
Node: 40,  Depth: 21,  Max-depth: 25,  no_expanded_nodes: 353,  Fringe-size: 357 ,  Elapsed time is 277.869 seconds.
Node: 33,  Depth: 15,  Max-depth: 26,  no_expanded_nodes: 402,  Fringe-size: 386 ,  Elapsed time is 286.733 seconds.
Node: 21,  Depth: 27,  Max-depth: 27,  no_expanded_nodes: 439,  Fringe-size: 365 ,  Elapsed time is 293.9356 seconds.
Node: 13,  Depth: 28,  Max-depth: 28,  no_expanded_nodes: 440,  Fringe-size: 346 ,  Elapsed time is 294.0808 seconds.
Node: 40,  Depth: 17,  Max-depth: 29,  no_expanded_nodes: 441,  Fringe-size: 348 ,  Elapsed time is 294.2258 seconds.
Node: 27,  Depth: 23,  Max-depth: 30,  no_expanded_nodes: 541,  Fringe-size: 404 ,  Elapsed time is 311.7582 seconds.
Node: 1,  Depth: 13,  Max-depth: 31,  no_expanded_nodes: 567,  Fringe-size: 344 ,  Elapsed time is 316.6093 seconds.
Node: 3,  Depth: 29,  Max-depth: 32,  no_expanded_nodes: 572,  Fringe-size: 362 ,  Elapsed time is 317.4212 seconds.
Node: 21,  Depth: 33,  Max-depth: 33,  no_expanded_nodes: 590,  Fringe-size: 347 ,  Elapsed time is 320.2766 seconds.
Node: 13,  Depth: 34,  Max-depth: 34,  no_expanded_nodes: 591,  Fringe-size: 332 ,  Elapsed time is 320.4399 seconds.
Node: 9,  Depth: 18,  Max-depth: 35,  no_expanded_nodes: 592,  Fringe-size: 336 ,  Elapsed time is 320.5717 seconds.
Node: 21,  Depth: 36,  Max-depth: 36,  no_expanded_nodes: 620,  Fringe-size: 362 ,  Elapsed time is 325.0268 seconds.
Node: 26,  Depth: 7,  Max-depth: 37,  no_expanded_nodes: 621,  Fringe-size: 286 ,  Elapsed time is 325.1506 seconds.
Node: 39,  Depth: 38,  Max-depth: 38,  no_expanded_nodes: 647,  Fringe-size: 247 ,  Elapsed time is 329.1489 seconds.
